2022,12,31,17,919,80.7,5,110.7,114,77.67
2022,12,31,18,861,74,7,111,109,78
2022,12,31,19,759.3,60.3,12.7,104,104,73
2022,12,31,20,657.7,46.7,18.3,97,99,68
2022,12,31,21,556,33,24,90,94,63
2022,12,31,22,557,33.7,21.7,87,88,61
2022,12,31,23,558,34.3,19.3,84,82,59
2023,01,01,00,559,35,17,81,76,57
2023,01,01,01,529,33,27,77.3,85.7,54.33
2023,01,01,02,499,31,37,73.7,95.3,51.67
2023,01,01,03,469,29,47,70,105,49
2023,01,01,04,445,23,69.3,67,106,47
2023,01,01,05,421,17,91.7,64,107,45
2023,01,01,06,397,11,114,61,108,43
2023,01,01,07,397.7,12.7,114.7,62.7,110,44
2023,01,01,08,398.3,14.3,115.3,64.3,112,45
2023,01,01,09,399,16,116,66,114,46
2023,01,01,10,540,46.3,79,80.7,112.7,56.33
2023,01,01,11,681,76.7,42,95.3,111.3,66.67
2023,01,01,12,822,107,5,110,110,77
2023,01,01,13,881.7,101.7,6.7,119.3,110.7,83.67
2023,01,01,14,941.3,96.3,8.3,128.7,111.3,90.33
2023,01,01,15,1001,91,10,138,112,97
2023,01,01,16,930.3,83.7,11,140,109,98
2023,01,01,17,859.7,76.3,12,142,106,99
2023,01,01,18,789,69,13,144,103,100
2023,01,01,19,800.7,64.3,13.7,146,104,101.67
2023,01,01,20,812.3,59.7,14.3,148,105,103.33
2023,01,01,21,824,55,15,150,106,105
2023,01,01,22,889,63,12,151.3,117.7,105.67
2023,01,01,23,954,71,9,152.7,129.3,106.33
2023,01,02,00,1019,79,6,154,141,107
2023,01,02,01,952,75,13,147.3,155.7,102.33
2023,01,02,02,885,71,20,140.7,170.3,97.67
2023,01,02,03,818,67,27,134,185,93
2023,01,02,04,728.7,56,39.7,118,176.7,82
2023,01,02,05,639.3,45,52.3,102,168.3,71
2023,01,02,06,550,34,65,86,160,60
2023,01,02,07,529.7,32.7,65.3,79.3,159.7,55.33
2023,01,02,08,509.3,31.3,65.7,72.7,159.3,50.67
2023,01,02,09,489,30,66,66,159,46
2023,01,02,10,532.7,41.7,48.3,64.3,148.3,45
2023,01,02,11,576.3,53.3,30.7,62.7,137.7,44
2023,01,02,12,620,65,13,61,127,43
2023,01,02,13,616.3,61.7,13.7,58.7,120.7,41.33
2023,01,02,14,612.7,58.3,14.3,56.3,114.3,39.67
2023,01,02,15,609,55,15,54,108,38
2023,01,02,16,569.7,47.3,19.7,51.7,104.3,36.33
2023,01,02,17,530.3,39.7,24.3,49.3,100.7,34.67
2023,01,02,18,491,32,29,47,97,33
2023,01,02,19,454.3,25.7,34,45.3,92.3,31.67
2023,01,02,20,417.7,19.3,39,43.7,87.7,30.33
2023,01,02,21,381,13,44,42,83,29
2023,01,02,22,387.7,14.7,41.3,40.7,81.7,28.33
2023,01,02,23,394.3,16.3,38.7,39.3,80.3,27.67
2023,01,03,00,401,18,36,38,79,27
2023,01,03,01,405,19,37.7,37.7,82.7,26.67
2023,01,03,02,409,20,39.3,37.3,86.3,26.33
2023,01,03,03,413,21,41,37,90,26
2023,01,03,04,399,19,51.7,39,87.7,27.33
2023,01,03,05,385,17,62.3,41,85.3,28.67
2023,01,03,06,371,15,73,43,83,30
2023,01,03,07,367,15.7,78,43.7,83,30.33
2023,01,03,08,363,16.3,83,44.3,83,30.67
2023,01,03,09,359,17,88,45,83,31
2023,01,03,10,450.7,37.3,60.3,50.3,81.7,35
2023,01,03,11,542.3,57.7,32.7,55.7,80.3,39
2023,01,03,12,634,78,5,61,79,43
2023,01,03,13,712.7,76.7,3.7,71,83.3,50
2023,01,03,14,791.3,75.3,2.3,81,87.7,57
2023,01,03,15,870,74,1,91,92,64
2023,01,03,16,850.7,72.3,1,96.7,97.3,68
2023,01,03,17,831.3,70.7,1,102.3,102.7,72
2023,01,03,18,812,69,1,108,108,76
2023,01,03,19,860,67.3,1.3,110,106,77.33
2023,01,03,20,908,65.7,1.7,112,104,78.67
2023,01,03,21,956,64,2,114,102,80
2023,01,03,22,964,65,2.7,111,104,78
2023,01,03,23,972,66,3.3,108,106,76
2023,01,04,00,980,67,4,105,108,74
2023,01,04,01,813.7,56.3,15.7,92.3,123.3,65
2023,01,04,02,647.3,45.7,27.3,79.7,138.7,56
2023,01,04,03,481,35,39,67,154,47
2023,01,04,04,452,29,50,65,143.3,45.33
2023,01,04,05,423,23,61,63,132.7,43.67
2023,01,04,06,394,17,72,61,122,42
2023,01,04,07,377.7,15.3,74.3,57,110.3,39.33
2023,01,04,08,361.3,13.7,76.7,53,98.7,36.67
2023,01,04,09,345,12,79,49,87,34
2023,01,04,10,414.7,25.3,62.7,57.3,92,39.67
2023,01,04,11,484.3,38.7,46.3,65.7,97,45.33
2023,01,04,12,554,52,30,74,102,51
2023,01,04,13,593.7,51,28.7,83,102.3,57
2023,01,04,14,633.3,50,27.3,92,102.7,63
2023,01,04,15,673,49,26,101,103,69
2023,01,04,16,708.7,51.3,20.3,109.7,105.3,75.33
2023,01,04,17,744.3,53.7,14.7,118.3,107.7,81.67
2023,01,04,18,780,56,9,127,110,88
2023,01,04,19,777.7,52.7,9,129.7,107,90
2023,01,04,20,775.3,49.3,9,132.3,104,92
2023,01,04,21,773,46,9,135,101,94
2023,01,04,22,810.7,48,7.7,135.7,106,94.67
2023,01,04,23,848.3,50,6.3,136.3,111,95.33
2023,01,05,00,886,52,5,137,116,96
2023,01,05,01,830,50.7,10,130.7,153,91.67
2023,01,05,02,774,49.3,15,124.3,190,87.33
2023,01,05,03,718,48,20,118,227,83
2023,01,05,04,655.3,40.3,35.7,105,205.7,73.67
2023,01,05,05,592.7,32.7,51.3,92,184.3,64.33
2023,01,05,06,530,25,67,79,163,55
2023,01,05,07,509.7,23.7,74.3,77,152,53.67
2023,01,05,08,489.3,22.3,81.7,75,141,52.33
2023,01,05,09,469,21,89,73,130,51
2023,01,05,10,550.7,38,69.7,77.7,118,53.67
2023,01,05,11,632.3,55,50.3,82.3,106,56.33
2023,01,05,12,714,72,31,87,94,59
2023,01,05,13,766.7,71,31.3,88.3,93.7,60.33
2023,01,05,14,819.3,70,31.7,89.7,93.3,61.67
2023,01,05,15,872,69,32,91,93,63
2023,01,05,16,946.3,70.3,28.3,96.7,101.3,67
2023,01,05,17,1020.7,71.7,24.7,102.3,109.7,71
2023,01,05,18,1095,73,21,108,118,75
2023,01,05,19,983,71,18,99,118.7,69
2023,01,05,20,871,69,15,90,119.3,63
2023,01,05,21,759,67,12,81,120,57
2023,01,05,22,673.3,55.3,18,74,120.3,52
2023,01,05,23,587.7,43.7,24,67,120.7,47
2023,01,06,00,502,32,30,60,121,42
2023,01,06,01,475.7,26.3,44.7,57.7,113.3,40.33
2023,01,06,02,449.3,20.7,59.3,55.3,105.7,38.67
2023,01,06,03,423,15,74,53,98,37
2023,01,06,04,395.7,11.7,92,52.3,84.7,36.33
2023,01,06,05,368.3,8.3,110,51.7,71.3,35.67
2023,01,06,06,341,5,128,51,58,35
2023,01,06,07,345,6.3,127.7,49.7,56,34.33
2023,01,06,08,349,7.7,127.3,48.3,54,33.67
2023,01,06,09,353,9,127,47,52,33
2023,01,06,10,435.7,29.3,92.7,52.3,55.3,36.67
2023,01,06,11,518.3,49.7,58.3,57.7,58.7,40.33
2023,01,06,12,601,70,24,63,62,44
2023,01,06,13,618,69,21.3,60.3,65.7,42.33
2023,01,06,14,635,68,18.7,57.7,69.3,40.67
2023,01,06,15,652,67,16,55,73,39
2023,01,06,16,607.7,56.3,23.3,50.3,69.7,35.67
2023,01,06,17,563.3,45.7,30.7,45.7,66.3,32.33
2023,01,06,18,519,35,38,41,63,29
2023,01,06,19,510.7,30.7,39,42,60.7,29.67
2023,01,06,20,502.3,26.3,40,43,58.3,30.33
2023,01,06,21,494,22,41,44,56,31
2023,01,06,22,525.3,27,37.7,45,56,31.67
2023,01,06,23,556.7,32,34.3,46,56,32.33
2023,01,07,00,588,37,31,47,56,33
2023,01,07,01,557,33.7,41.3,43.3,65.3,30.33
2023,01,07,02,526,30.3,51.7,39.7,74.7,27.67
2023,01,07,03,495,27,62,36,84,25
2023,01,07,04,464,22.3,71.3,39,85,27.33
2023,01,07,05,433,17.7,80.7,42,86,29.67
2023,01,07,06,402,13,90,45,87,32
2023,01,07,07,400.7,13.3,93,47,88.7,33.33
2023,01,07,08,399.3,13.7,96,49,90.3,34.67
2023,01,07,09,398,14,99,51,92,36
2023,01,07,10,518.3,40.7,77.3,67,91,47
2023,01,07,11,638.7,67.3,55.7,83,90,58
2023,01,07,12,759,94,34,99,89,69
2023,01,07,13,751,86.3,32.7,104,89.7,72.33
2023,01,07,14,743,78.7,31.3,109,90.3,75.67
2023,01,07,15,735,71,30,114,91,79
2023,01,07,16,782,76.3,20.7,124.3,100.7,86
2023,01,07,17,829,81.7,11.3,134.7,110.3,93
2023,01,07,18,876,87,2,145,120,100
2023,01,07,19,853,76.3,6.3,143.7,107.7,99
2023,01,07,20,830,65.7,10.7,142.3,95.3,98
2023,01,07,21,807,55,15,141,83,97
2023,01,07,22,826.3,57.7,16,139.3,87.3,96.33
2023,01,07,23,845.7,60.3,17,137.7,91.7,95.67
2023,01,08,00,865,63,18,136,96,95
2023,01,08,01,870,63.7,29.3,136.7,126,95.33
2023,01,08,02,875,64.3,40.7,137.3,156,95.67
2023,01,08,03,880,65,52,138,186,96
2023,01,08,04,781.7,51.7,74.3,125.3,184.7,87
2023,01,08,05,683.3,38.3,96.7,112.7,183.3,78
2023,01,08,06,585,25,119,100,182,69
2023,01,08,07,558.7,24,121,97.3,172,67.33
2023,01,08,08,532.3,23,123,94.7,162,65.67
2023,01,08,09,506,22,125,92,152,64
2023,01,08,10,595,43.7,95.7,102.7,141.3,71
2023,01,08,11,684,65.3,66.3,113.3,130.7,78
2023,01,08,12,773,87,37,124,120,85
2023,01,08,13,720.7,73,44.7,119.7,113.3,81
2023,01,08,14,668.3,59,52.3,115.3,106.7,77
2023,01,08,15,616,45,60,111,100,73
2023,01,08,16,612.3,43,56.3,115.7,97.3,76.33
2023,01,08,17,608.7,41,52.7,120.3,94.7,79.67
2023,01,08,18,605,39,49,125,92,83
2023,01,08,19,632.7,38,44.3,129,89,86.67
2023,01,08,20,660.3,37,39.7,133,86,90.33
2023,01,08,21,688,36,35,137,83,94
2023,01,08,22,771,42,28,147.3,94,101.67
2023,01,08,23,854,48,21,157.7,105,109.33
2023,01,09,00,937,54,14,168,116,117
2023,01,09,01,836.3,43.7,45.3,153,152,106
2023,01,09,02,735.7,33.3,76.7,138,188,95
2023,01,09,03,635,23,108,123,224,84
2023,01,09,04,612.7,20,124.3,120.3,212.3,82.33
2023,01,09,05,590.3,17,140.7,117.7,200.7,80.67
2023,01,09,06,568,14,157,115,189,79
2023,01,09,07,572.7,16,157,118.3,184.7,81.33
2023,01,09,08,577.3,18,157,121.7,180.3,83.67
2023,01,09,09,582,20,157,125,176,86
2023,01,09,10,714.3,47.3,109.3,138.7,158.7,95.67
2023,01,09,11,846.7,74.7,61.7,152.3,141.3,105.33
2023,01,09,12,979,102,14,166,124,115
2023,01,09,13,945.7,88.7,22.3,158.7,115,110
2023,01,09,14,912.3,75.3,30.7,151.3,106,105
2023,01,09,15,879,62,39,144,97,100
2023,01,09,16,917,64.7,30.3,154.7,93.7,107.33
2023,01,09,17,955,67.3,21.7,165.3,90.3,114.67
2023,01,09,18,993,70,13,176,87,122
2023,01,09,19,962.3,61.3,17.7,174,82,120.67
2023,01,09,20,931.7,52.7,22.3,172,77,119.33
2023,01,09,21,901,44,27,170,72,118
2023,01,09,22,880,43.7,28,161.7,75.3,112.33
2023,01,09,23,859,43.3,29,153.3,78.7,106.67
2023,01,10,00,838,43,30,145,82,101
2023,01,10,01,821,44.3,38.3,140.7,99.7,98
2023,01,10,02,804,45.7,46.7,136.3,117.3,95
2023,01,10,03,787,47,55,132,135,92
2023,01,10,04,735.7,41.3,67.7,130.7,140,91
2023,01,10,05,684.3,35.7,80.3,129.3,145,90
2023,01,10,06,633,30,93,128,150,89
2023,01,10,07,605.7,32.7,84,123,141.3,85.67
2023,01,10,08,578.3,35.3,75,118,132.7,82.33
2023,01,10,09,551,38,66,113,124,79
2023,01,10,10,711,56.7,44.3,125,111,87.33
2023,01,10,11,871,75.3,22.7,137,98,95.67
2023,01,10,12,1031,94,1,149,85,104
2023,01,10,13,976.3,87.7,2,146.3,80.3,102
2023,01,10,14,921.7,81.3,3,143.7,75.7,100
2023,01,10,15,867,75,4,141,71,98
2023,01,10,16,860.7,74,3,143,72.3,99.67
2023,01,10,17,854.3,73,2,145,73.7,101.33
2023,01,10,18,848,72,1,147,75,103
2023,01,10,19,888,71.7,0.7,150.3,70.3,105.33
2023,01,10,20,928,71.3,0.3,153.7,65.7,107.67
2023,01,10,21,968,71,0,157,61,110
2023,01,10,22,1018.3,72.3,0.3,157.3,65,110
2023,01,10,23,1068.7,73.7,0.7,157.7,69,110
2023,01,11,00,1119,75,1,158,73,110
2023,01,11,01,1013.3,69.3,9.3,147,95.3,102.33
2023,01,11,02,907.7,63.7,17.7,136,117.7,94.67
2023,01,11,03,802,58,26,125,140,87
2023,01,11,04,700.7,48,40,109,126.3,76
2023,01,11,05,599.3,38,54,93,112.7,65
2023,01,11,06,498,28,68,77,99,54
2023,01,11,07,474.3,27.3,70.3,72,91,50.33
2023,01,11,08,450.7,26.7,72.7,67,83,46.67
2023,01,11,09,427,26,75,62,75,43
2023,01,11,10,470,38,58.3,63,75,43.67
2023,01,11,11,513,50,41.7,64,75,44.33
2023,01,11,12,556,62,25,65,75,45
2023,01,11,13,587,62.7,19.7,71.7,78,49.67
2023,01,11,14,618,63.3,14.3,78.3,81,54.33
2023,01,11,15,649,64,9,85,84,59
2023,01,11,16,673.3,63.3,6.7,92.7,82.3,64.33
2023,01,11,17,697.7,62.7,4.3,100.3,80.7,69.67
2023,01,11,18,722,62,2,108,79,75
2023,01,11,19,720,61,1.7,108,76.7,75
2023,01,11,20,718,60,1.3,108,74.3,75
2023,01,11,21,716,59,1,108,72,75
2023,01,11,22,752,57.3,1.7,106.7,73,74.33
2023,01,11,23,788,55.7,2.3,105.3,74,73.67
2023,01,12,00,824,54,3,104,75,73
2023,01,12,01,714.3,43.3,24.7,89,77,62.33
2023,01,12,02,604.7,32.7,46.3,74,79,51.67
2023,01,12,03,495,22,68,59,81,41
2023,01,12,04,440.7,17.7,77.7,53,71.7,37
2023,01,12,05,386.3,13.3,87.3,47,62.3,33
2023,01,12,06,332,9,97,41,53,29
2023,01,12,07,329.7,9.3,100,41,49.7,29
2023,01,12,08,327.3,9.7,103,41,46.3,29
2023,01,12,09,325,10,106,41,43,29
2023,01,12,10,371.7,22.7,82,41.3,46.3,29
2023,01,12,11,418.3,35.3,58,41.7,49.7,29
2023,01,12,12,465,48,34,42,53,29
2023,01,12,13,459,45.3,31.3,41.3,51,28.67
2023,01,12,14,453,42.7,28.7,40.7,49,28.33
2023,01,12,15,447,40,26,40,47,28
2023,01,12,16,402,33.7,29.3,38,44.7,26.33
2023,01,12,17,357,27.3,32.7,36,42.3,24.67
2023,01,12,18,312,21,36,34,40,23
2023,01,12,19,294,16.7,38.7,33.3,36.7,23
2023,01,12,20,276,12.3,41.3,32.7,33.3,23
2023,01,12,21,258,8,44,32,30,23
2023,01,12,22,278,12,40,33.3,31.7,23.67
2023,01,12,23,298,16,36,34.7,33.3,24.33
2023,01,13,00,318,20,32,36,35,25
2023,01,13,01,305,16.3,44.3,35.7,35.7,25
2023,01,13,02,292,12.7,56.7,35.3,36.3,25
2023,01,13,03,279,9,69,35,37,25
2023,01,13,04,266.3,7.7,84.7,37,36,26.33
2023,01,13,05,253.7,6.3,100.3,39,35,27.67
2023,01,13,06,241,5,116,41,34,29
2023,01,13,07,246,7,114,41,32.3,28.67
2023,01,13,08,251,9,112,41,30.7,28.33
2023,01,13,09,256,11,110,41,29,28
2023,01,13,10,297.3,21.3,94.7,43.3,35.3,29.67
2023,01,13,11,338.7,31.7,79.3,45.7,41.7,31.33
2023,01,13,12,380,42,64,48,48,33
2023,01,13,13,345,35.7,62.7,44,43,30.33
2023,01,13,14,310,29.3,61.3,40,38,27.67
2023,01,13,15,275,23,60,36,33,25
2023,01,13,16,259.3,21,54.7,34.7,31.3,24
2023,01,13,17,243.7,19,49.3,33.3,29.7,23
2023,01,13,18,228,17,44,32,28,22
2023,01,13,19,237.3,16,40.7,32.7,29,22.67
2023,01,13,20,246.7,15,37.3,33.3,30,23.33
2023,01,13,21,256,14,34,34,31,24
2023,01,13,22,298.3,20.7,27.3,37.7,31.7,26.33
2023,01,13,23,340.7,27.3,20.7,41.3,32.3,28.67
2023,01,14,00,383,34,14,45,33,31
2023,01,14,01,347,30.3,26.3,39.7,31.7,27.33
2023,01,14,02,311,26.7,38.7,34.3,30.3,23.67
2023,01,14,03,275,23,51,29,29,20
2023,01,14,04,234,17,68.7,26,28,18
2023,01,14,05,193,11,86.3,23,27,16
2023,01,14,06,152,5,104,20,26,14
2023,01,14,07,179,10,98.3,24.3,26.3,17
2023,01,14,08,206,15,92.7,28.7,26.7,20
2023,01,14,09,233,20,87,33,27,23
2023,01,14,10,343.7,43,60.7,51,42.3,35.67
2023,01,14,11,454.3,66,34.3,69,57.7,48.33
2023,01,14,12,565,89,8,87,73,61
2023,01,14,13,554.7,84.3,11.7,86.7,67.3,60.67
2023,01,14,14,544.3,79.7,15.3,86.3,61.7,60.33
2023,01,14,15,534,75,19,86,56,60
2023,01,14,16,573.7,75.7,16,92,57.7,64.33
2023,01,14,17,613.3,76.3,13,98,59.3,68.67
2023,01,14,18,653,77,10,104,61,73
2023,01,14,19,558.7,63.3,26,88,65,61.33
2023,01,14,20,464.3,49.7,42,72,69,49.67
2023,01,14,21,370,36,58,56,73,38
2023,01,14,22,378,31.3,56,57,78.7,39
2023,01,14,23,386,26.7,54,58,84.3,40
2023,01,15,00,394,22,52,59,90,41
2023,01,15,01,472.3,21,51.7,55,86.3,38.33
2023,01,15,02,550.7,20,51.3,51,82.7,35.67
2023,01,15,03,629,19,51,47,79,33
2023,01,15,04,597.7,18.7,59.3,47.7,76,33.33
2023,01,15,05,566.3,18.3,67.7,48.3,73,33.67
2023,01,15,06,535,18,76,49,70,34
2023,01,15,07,489,20,68.7,45.7,73.3,31.67
2023,01,15,08,443,22,61.3,42.3,76.7,29.33
2023,01,15,09,397,24,54,39,80,27
2023,01,15,10,388.3,23.7,59,36,79.3,25
2023,01,15,11,379.7,23.3,64,33,78.7,23
2023,01,15,12,371,23,69,30,78,21
2023,01,15,13,351.3,20.3,61.3,28,76.7,19.67
2023,01,15,14,331.7,17.7,53.7,26,75.3,18.33
2023,01,15,15,312,15,46,24,74,17
2023,01,15,16,307.3,13.7,46,26,74,18.33
2023,01,15,17,302.7,12.3,46,28,74,19.67
2023,01,15,18,298,11,46,30,74,21
2023,01,15,19,295,9.7,46,29,73,20.33
2023,01,15,20,292,8.3,46,28,72,19.67
2023,01,15,21,289,7,46,27,71,19
2023,01,15,22,297,8.3,43.7,27.3,73.7,19
2023,01,15,23,305,9.7,41.3,27.7,76.3,19
2023,01,16,00,313,11,39,28,79,19
2023,01,16,01,327.7,13,38.7,29,82,20
2023,01,16,02,342.3,15,38.3,30,85,21
2023,01,16,03,357,17,38,31,88,22
2023,01,16,04,360.3,16.7,46,33.7,91,23.67
